,,Gametocyte-specific Transcription,,,,,,,,Gametocyte-specific Stabilization,,,,,,,,Comparisions w/ Prev. Studies,,
1,PFF0510w||PF3D7_0610400||histone H3 (H3) ,-1.204867,-5.268558,-5.186382,-4.769607,0.045817,0.504548,0.696321,-0.539812,3.143174,2.850888,0.949995,0.21306,-0.53434,-0.309394,-0.61332,0.384234,YES,NO,YES
1,"PF14_0706||PF3D7_1473700||conserved Plasmodium protein, unknown function ",-1.865323,-2.677202,-0.243849,-0.506689,-0.005361,0.051745,-0.000813,-0.656029,1.110122,1.706151,1.766366,2.470762,-0.188693,0.059098,-0.208429,-0.131475,YES,NO,YES
1,PFC10_API0010:rRNA||PFC10_API0010:rRNA||apicoplast rRNA ,0.488667,-0.899392,-2.108901,-1.590898,-0.593971,-0.229318,-0.18654,-0.886246,2.311157,1.3037,1.518504,1.127673,-0.366443,0.331897,-0.295444,-0.270908,NO,NO,NO
1,"PF14_0708||PF3D7_1474000||probable protein, unknown function ",-1.283611,-1.868493,-0.568444,-0.831434,0.012864,0.092303,-0.026906,-0.633709,1.083534,2.258013,1.652432,1.955911,0.109691,0.164222,-0.032115,-0.111587,YES,YES,NO
1,PF08TR004||PF3D7_0829800||just upstream of MAL8_rRNA cluster ,-1.399924,-3.406518,-1.478035,-2.623619,-0.120256,0.519088,-0.395845,-0.529315,0.887727,2.578971,1.397192,2.057441,0.293743,0.703505,-0.059625,-0.226173,YES,NO,NO
1,"PF14_0588||PF3D7_1461800||conserved Plasmodium protein, unknown function ",-2.058216,-2.261621,-0.567744,-0.768505,-0.044902,-0.189231,0.162426,-0.467452,1.348603,2.090615,1.393889,1.909802,0.038211,0.034777,-0.085439,-0.234808,YES,NO,NO
1,"MAL13P1.308||PF3D7_1361800||conserved Plasmodium protein, unknown function ",-0.034004,-1.544611,-1.995817,-0.968531,0.217414,0.135222,-0.401594,-0.621968,0.834608,2.539036,2.637829,-0.013989,0.268553,0.201546,-0.076544,0.775931,YES,NO,YES
1,PFC10_API0002:rRNA||PFC10_API0002:rRNA||apicoplast rRNA ,0.596954,-1.711953,-3.472041,-3.130357,-0.729867,-0.076607,-0.010944,-0.441484,3.061771,1.244688,1.284889,1.484711,-0.26095,0.741544,-0.042319,-0.695023,NO,NO,NO
1,PF13_0247||PF3D7_1346700||6-cysteine protein (P48/45) ,-2.482181,-1.511249,-0.195643,-0.12497,-0.0653,0.551954,0.075183,-0.145377,0.925177,1.92005,0.791794,2.549393,0.529398,0.202968,0.265289,0.012394,YES,NO,YES
1,"PF14_0290||PF3D7_1431100||conserved Plasmodium protein, unknown function ",-2.390455,-1.828043,-0.670437,-0.770776,-0.165333,0.157033,-0.060399,0.221168,1.568561,1.771722,0.944625,1.726354,-0.349936,0.07938,-0.080015,-0.458749,YES,YES,YES
1,PFL1090w||PF3D7_1222700||glideosome-associated protein 45 (GAP45) ,-0.430025,-0.683615,-0.317169,-0.50733,0.600227,-0.433031,0.487544,-0.623674,1.245756,1.932686,1.194978,0.444486,-0.136687,-0.359939,-0.1872,0.665034,YES,NO,YES
1,"MAL13P1.106||PF3D7_1319800||probable protein, unknown function ",-2.694847,-2.003052,-0.36324,-0.833677,0.363132,0.04537,0.011124,0.517316,1.529839,2.19223,1.075441,1.70862,-0.197908,0.258216,-0.085133,-0.118626,YES,NO,YES
1,PF14_0183||PF3D7_1418800||signal recognition particle RNA ,0.300258,-3.990114,-2.658161,-3.068275,-0.514334,2.15264,-0.34076,0.78387,1.856779,0.197412,-0.478077,3.765579,1.979689,1.346351,0.603117,-1.640199,YES,NO,NO
1,PFD1050w||PF3D7_0422300||alpha tubulin 2 ,-2.869418,-3.200141,-2.028806,-1.490724,-0.198376,0.532863,-0.156775,-0.186507,1.872639,2.330995,0.876744,1.494444,0.166527,0.020141,-0.206464,0.258969,YES,NO,YES
1,PF08_tmp2||PF3D7_0801200||PF08_28S:rRNA ,-0.031737,0.186513,-0.444933,-1.101237,-0.753744,0.58864,-0.351879,-0.643108,2.060305,-0.365129,-0.935399,4.161282,-0.665761,-1.332815,-0.1043,0.619243,NO,NO,NO
1,U5RNA||PF3D7_1446000||U5 RNA ,-0.176676,-0.171371,0.163635,-0.699235,0.031987,0.615929,-0.543244,-0.016529,0.180838,0.79385,0.625613,4.676837,-0.116807,-0.281367,-0.083474,-0.253616,NO,NO,NO
1,PF13_0197||PF3D7_1335100||merozoite surface protein 7 (MSP7) ,0.686753,-4.956722,-5.051484,-3.854814,0.30185,-0.005247,0.232427,-0.771903,0.754559,2.188284,1.94593,0.503686,-0.976587,-0.122983,0.010106,0.893666,YES,NO,NO
1,"PF14_0735||PF3D7_1476500||probable protein, unknown function ",-1.849032,-1.980893,-1.583574,-1.286586,0.091856,-0.155262,0.480672,-0.753615,0.921041,1.905538,1.250478,1.662392,-0.77427,0.037178,-0.380095,-0.312269,YES,NO,NO
1,"PFL1750c||PF3D7_1236200||conserved Plasmodium protein, unknown function ",-2.297287,-2.430067,-0.50128,-1.879017,-0.379553,0.060316,0.352658,-0.825448,1.888083,3.069672,0.864664,0.918465,-0.211884,-0.113401,-0.066376,0.098851,YES,NO,NO
1,"PF14_0636||PF3D7_1466800||conserved Plasmodium protein, unknown function ",-3.412279,-1.988964,-0.04734,-1.49631,-0.087602,0.362451,0.588148,0.045259,1.351243,1.491175,0.658371,2.056146,-0.318304,0.34507,0.158712,0.113226,YES,NO,YES
1,"PFE0785c||PF3D7_0515700||glideosome-associated protein 40, putative (GAP40) ",0.089022,-0.702461,-0.47722,-0.614942,0.107768,0.223122,0.070332,-0.310952,1.034552,2.070691,1.973898,-1.027292,0.64375,0.252191,0.001306,0.979092,YES,NO,YES
1,PFL1945c||PF3D7_1240100||early transcribed membrane protein 12 (ETRAMP12) ,-0.416642,-0.885872,-1.61509,-2.242942,-0.379742,0.878728,0.470426,-0.627353,0.368612,1.82229,1.415942,3.645432,0.930233,1.075286,0.120084,0.261236,YES,NO,NO
1,"PF11_0415||PF3D7_1140400||conserved Plasmodium protein, unknown function ",-0.177549,-1.431106,-1.569035,-0.427315,0.168371,-0.082453,-0.01074,-0.374747,1.308967,1.307691,2.500818,-0.428855,0.981856,0.302717,-0.046458,0.938199,YES,NO,NO
1,PF10_0164||PF3D7_1016900||early transcribed membrane protein 10.3 (ETRAMP10.3) ,-0.236562,-0.744678,-0.003805,-0.28274,-0.109623,0.209525,0.399543,-0.450421,1.532359,3.990445,1.536828,0.566468,-0.940894,-0.730407,-0.168782,0.54781,YES,NO,YES
1,PFD1110w||PF3D7_0423500||glideosome associated protein with multiple membrane spans 2 (GAPM2) ,-0.61577,-1.328613,-0.469005,-0.504638,0.040933,0.209546,-0.184748,0.054364,0.782886,1.804757,2.01865,-0.854598,0.396813,0.229999,-0.028374,0.877691,YES,NO,YES
1,PFF0860c||PF3D7_0617800||histone H2A (H2A) ,1.088958,-2.848228,-4.306866,-1.911267,0.209199,0.202022,0.38861,-1.223413,1.866228,2.499514,0.80552,-0.578827,-1.239726,-0.877568,-0.497245,0.788252,YES,NO,YES
1,PFC0358w||PF3D7_0308400||U4 RNA ,0.32999,-1.053142,-1.302469,-0.726607,-0.161033,1.055639,-0.320493,-0.320108,-0.324711,0.649246,0.557199,4.272885,-0.222864,-1.11755,0.139929,0.355762,NO,NO,NO
1,MAL1_ITS2||PF3D7_0112600||ITS2,-1.250255,-2.022449,-1.205687,-0.628866,-0.719977,0.451989,-0.240979,-0.147232,0.531869,1.265394,0.625642,1.835401,1.426505,0.861842,-0.052362,-0.512635,NO,NO,NO
1,PF08TR005||PF3D7_0829900||just upstream of MAL8_rRNA cluster ,0.097762,-1.372592,-1.114041,-1.141755,-0.058561,0.266366,-0.370388,-0.492953,0.191984,2.047069,1.405592,1.042005,0.546579,0.650774,-0.016393,-0.063866,NO,NO,NO
1,"PF14_0752||PF3D7_1478000||Plasmodium exported protein (PHISTa), unknown function (GEXP17) ",-1.691937,-3.800098,-0.229454,-3.420926,-0.464801,0.336372,-0.0759,-0.840879,-0.447096,1.050959,1.59133,2.929765,0.149205,0.135122,-0.082556,0.269889,YES,NO,NO
1,PF11_0061||PF3D7_1105000||histone H4 (H4) ,0.772153,-2.119753,-3.02075,-1.361581,-0.250001,0.052164,0.123484,-0.372372,1.881462,1.553123,0.719764,-0.734098,-0.116056,-0.391428,-0.602416,0.574885,YES,NO,YES
1,S1-type_28S:rRNA||PF3D7_0112700||28S ribosomal RNA ,-1.116252,-1.998442,-1.778674,-0.43078,-0.208201,0.396115,-0.424388,-0.602631,0.808332,1.293112,0.792842,1.585493,0.044886,-0.263592,-0.719197,-1.790916,NO,NO,NO
1,MAL13P1.480||PF3D7_1372200||histidine-rich protein III (HRPIII) ,-2.213725,-2.754864,2.724669,1.477411,-0.731163,1.315452,0.079446,-0.205308,0.244996,1.383943,1.644792,0.98078,0.586459,0.008321,0.153205,-0.005888,YES,NO,NO
1,"PF07_0127||PF3D7_0730400||conserved Plasmodium protein, unknown function ",1.351158,-3.292935,-2.689777,-2.892498,-0.155004,0.078081,-0.188413,-0.266995,0.622841,1.496257,1.312922,1.235516,-0.877457,0.287596,-0.191441,0.365141,YES,NO,YES
1,PFI0180w||PF3D7_0903700||alpha tubulin 1 ,-2.39993,-3.799569,-2.606827,-2.218483,-0.292283,0.376192,0.073793,-0.061883,1.417621,1.341406,-0.025309,-0.070424,0.613904,0.442661,-0.000684,0.58783,YES,NO,YES
2,"PFA0240w||PF3D7_0104700||transporter, putative ",1.417301,1.686414,1.703851,3.055231,-0.359912,0.334395,-0.108821,1.236062,0.411483,0.46975,0.379849,1.11792,1.28169,-0.31293,-0.382298,-1.130967,YES,NO,NO
2,PFF0800w||PF3D7_0616500||TRAP-like protein (TLP) ,0.863749,1.048633,1.058806,1.193396,0.074976,0.564118,0.294646,0.815852,0.577449,0.151954,0.261083,0.961851,-0.305354,-0.597678,-0.246034,-0.466381,YES,NO,NO
2,"PF13_0100||PF3D7_1318200||apicoplast glycerol-3-phosphate acyltransferase, putative ",1.212653,0.870364,0.760257,1.595006,-0.313571,0.029939,0.044097,0.618579,0.361892,0.497127,-0.195499,0.606858,0.653033,-0.421935,-0.165483,-0.18052,NO,NO,NO
2,"PF13_0090a||PF3D7_1316300||conserved Plasmodium protein, unknown function ",1.321563,0.377974,1.246538,1.819458,-0.105641,0.170222,0.098163,0.298056,0.246063,0.612694,0.392812,0.851104,-0.748043,-0.682458,-0.217708,-0.687721,NO,NO,NO
2,"PFE0510c||PF3D7_0510300||conserved Plasmodium protein, unknown function ",0.600547,1.884514,0.972504,2.109,-0.67655,0.083947,0.203646,1.066224,0.390888,0.465139,0.156938,1.372459,-0.117544,1.146033,0.080775,-0.229318,YES,NO,YES
2,"MAL13P1.246||PF3D7_1348800||E1-E2 ATPase, putative ",0.744883,1.316506,1.027969,1.508189,0.225549,0.220149,-0.06429,0.40667,0.271544,0.583508,0.3608,0.71984,-0.197455,-0.439424,-0.152541,-0.939669,YES,NO,YES
2,"PFD1210w||PF3D7_0425300||Plasmodium exported protein (PHISTa), unknown function, pseudogene ",1.338564,2.390143,1.706095,2.493569,0.426644,0.406003,-0.133168,1.913453,0.481048,-0.459758,0.001066,1.371889,0.229098,-0.68109,-0.837173,-1.073653,YES,NO,NO
2,"PF11_0089||PF3D7_1107600||conserved Plasmodium protein, unknown function ",1.079476,1.64149,1.604914,2.760069,0.286945,-0.15319,-0.047476,1.011833,0.594603,0.250572,-0.115769,1.09951,-0.265806,-0.230743,0.03213,-0.43682,YES,NO,NO
2,RNAzID:1743||PF3D7_1341000||tRNA Arginine ,2.361263,2.641783,2.282821,3.221507,-0.534043,0.330401,0.010324,1.861073,0.205145,0.04402,0.565424,1.146142,0.310886,-0.243411,-0.147945,-0.81416,NO,NO,NO
2,MAL13P1.195||PF3D7_1338800||CPW-WPC family protein ,0.429632,1.269506,0.923983,1.117328,-0.0331,0.248675,0.062884,0.326568,0.525584,0.539865,-0.069137,0.610346,0.482166,-0.177426,-0.258966,-0.568169,YES,NO,NO
2,PFI0550w||PF3D7_0911300||cysteine repeat modular protein 1 (CRMP1) ,1.33475,1.023943,1.056652,2.235851,0.094897,0.090125,-0.059748,0.655896,0.279713,0.558105,-0.104484,0.686331,0.090617,-0.116832,-0.302691,-0.364839,YES,NO,NO
2,"PF10_0313a||PF3D7_1031900||conserved Plasmodium protein, unknown function ",1.133823,1.507461,1.387166,1.358656,-0.022069,-0.00128,0.044688,0.20462,0.413621,0.360779,0.349505,0.591595,0.280778,-0.220382,-0.349971,-0.659432,YES,NO,NO
2,PFB0400w||PF3D7_0208900||6-cysteine protein (P230p) ,0.864369,1.639724,1.648244,2.686167,0.127635,0.24586,-0.225983,1.278531,0.383508,0.439485,0.015038,0.933491,-0.245406,-0.300042,-0.19199,-0.466473,YES,NO,YES
2,"MAL13P1.66||PF3D7_1313100||conserved Plasmodium protein, unknown function ",1.132918,1.498517,1.29662,2.186654,0.381454,-0.288468,0.258948,0.742907,0.62256,0.194768,0.1623,0.794871,-0.181726,-0.156352,0.017873,-0.434457,YES,NO,NO
2,"PF14_0158||PF3D7_1416000||conserved Plasmodium protein, unknown function ",0.767998,1.288941,0.492548,1.928152,-0.07853,-0.271717,0.073321,0.674772,0.518606,-0.044818,-0.111803,0.906198,0.030431,-1.166891,0.274845,-0.514147,YES,NO,NO
2,"PF10_0409||PF3D7_1026900||biotin--acetyl-CoA-carboxylase, putative ",1.304341,1.545883,1.962,1.859517,0.081174,-0.141211,0.231829,0.891736,0.964074,-0.31338,-0.103445,0.89069,-0.959563,-0.217548,-0.989477,-1.287117,NO,NO,NO
2,PF08_0062||PF3D7_0816900||adenylate kinase 2 (AK2) ,0.593778,1.732873,1.390943,1.723337,0.374307,-0.462842,0.287413,0.143334,-0.198283,0.613043,0.218472,0.655614,-1.85607,-0.443829,-0.279726,-1.053336,YES,NO,NO
2,PFC0640w||PF3D7_0315200||circumsporozoite- and TRAP-related protein (CTRP) ,1.746366,0.880525,1.870761,2.829765,0.27331,0.315294,0.203683,0.364938,0.180217,0.59674,0.211133,0.958615,-1.076383,-0.518404,-0.331041,-0.315524,YES,NO,NO
2,PF14_0622||PF3D7_1465500||potassium channel protein (K2) ,0.524181,0.78005,1.418571,1.716535,0.329125,-0.307358,0.351495,-0.056627,0.194544,0.570313,0.298323,1.001248,0.181084,-0.20912,-0.037899,-0.529907,YES,NO,NO
2,"MAL13P1.177||PF3D7_1335500||conserved Plasmodium protein, unknown function ",1.455952,1.016578,1.962675,1.970617,-0.21598,0.262032,0.204722,0.752237,0.406712,0.355127,0.578303,1.089045,0.044829,-0.633472,-0.205841,-0.322134,YES,NO,NO
2,"PFC0215c||PF3D7_0304700||conserved Plasmodium protein, unknown function ",1.278613,1.858497,0.528574,1.777381,-0.179072,-0.211626,-0.08251,0.400116,0.652068,0.069594,0.150215,0.606457,-0.162821,-0.2449,2.844373,-0.432887,YES,NO,NO
2,"PF13_0107||PF3D7_1319200||conserved Plasmodium protein, unknown function ",0.743443,1.263987,1.151373,1.722144,-0.280292,-0.26141,0.410217,-0.229817,0.156035,0.335301,0.404704,0.67871,-0.203774,-0.717417,-0.157733,-0.770084,YES,NO,NO
2,"PFF0890c||PF3D7_0618400||conserved Plasmodium membrane protein, unknown function ",1.41154,1.140502,0.910921,2.216457,-0.208084,0.157518,0.145749,0.575136,0.20776,0.396803,0.520542,0.572308,0.341479,-0.216163,0.194904,-0.075883,YES,NO,NO
2,"MAL8P1.212||PF3D7_0700900||RESA-like protein, pseudogene ",1.176493,1.963203,1.736227,2.285241,0.04444,0.220539,-0.354037,1.415342,0.438917,-0.299304,-0.011665,1.001878,-0.026426,-0.658912,-0.650926,-0.842588,NO,NO,NO
2,"PFL0650c||PF3D7_1213400||conserved Plasmodium protein, unknown function ",0.718898,1.102063,0.96052,1.236319,0.195187,0.066624,0.128939,0.540371,0.362549,0.30212,0.412392,1.491797,0.458953,-0.347044,-0.162233,-0.169978,YES,NO,NO
2,"PF13_0123||PF3D7_1321000||conserved Plasmodium protein, unknown function ",0.996239,1.051887,0.614251,1.789073,-0.040844,0.013774,0.422323,0.777122,0.278073,0.444501,0.388674,0.54135,-0.566566,-0.527078,-0.072725,-0.773919,YES,NO,NO
2,PFL0410w||PF3D7_1208200||cysteine repeat modular protein 3 (CRMP3) ,1.195634,1.290405,1.697428,2.196191,0.248968,0.065359,-0.055883,0.334187,-0.03779,0.539658,0.426196,0.87509,-0.100302,-0.370944,-0.067227,-0.351046,YES,NO,NO
2,"PF11_0467||PF3D7_1145600||conserved protein, unknown function ",1.713514,1.831863,0.301142,0.889467,0.004859,0.123335,-0.21197,0.183403,0.016106,0.801678,0.872858,-0.150596,0.067067,0.055258,-0.22172,-0.259857,YES,NO,NO
2,"PF11_0240||PF3D7_1122900||dynein heavy chain, putative ",0.893104,1.296884,1.505631,2.327904,0.092554,-0.101641,-0.013093,0.855498,0.351561,0.368392,0.017241,0.82446,-0.303662,-0.323577,-0.014128,-0.763445,YES,NO,YES
2,"PFI1450c||PF3D7_0929500||conserved protein, unknown function ",1.883005,1.727811,0.678894,2.384486,0.056523,0.071614,-0.704087,0.731704,0.579672,-0.23807,-0.04374,1.027553,-0.71332,-1.426533,-0.522383,-0.96001,NO,NO,NO
2,PFD0825c||PF3D7_0417100||mRNA-binding protein PUF2 (PUF2) ,1.017891,1.091809,1.655125,1.959165,0.115087,0.055006,0.275133,0.950507,0.43827,0.27599,0.002702,0.59314,0.22324,-0.088026,-0.073018,-0.563778,YES,NO,NO
2,"PF14_0179||PF3D7_1418100||liver specific protein 1, putative (LISP1) ",1.20642,1.788574,1.338596,2.418267,0.074511,0.232328,0.224916,0.87177,0.312011,0.399272,-0.177661,0.741311,-0.024786,-0.471726,-0.306292,-0.732222,YES,NO,NO
2,"PF07_0060||PF3D7_0715100||conserved Plasmodium protein, unknown function ",1.245071,1.20523,0.798668,1.45151,0.040499,-0.14727,-0.025429,-0.026829,-0.237295,0.58687,0.855953,0.640422,-0.616736,-0.602205,-0.210308,-0.042097,YES,YES,NO
2,1400.pre-tRNA-Gln-1||PF3D7_0203500||tRNA Glutamine ,1.372172,2.415745,1.131456,2.184127,-0.533257,-0.383785,0.073812,1.071631,0.044412,0.655051,0.421367,0.658438,-1.249958,-1.623504,-0.137974,-1.351694,NO,NO,NO
2,"PFL2190c||PF3D7_1245600||kinesin, putative ",0.801566,1.018379,1.548099,2.195849,0.232493,-0.105967,0.189838,0.167728,0.304802,0.39076,0.063899,1.073762,0.020566,-0.180632,-0.237361,-0.543659,YES,NO,NO
2,MAL13_tRNA_Arg2||PF3D7_1369800||tRNA Arginine ,1.208539,1.364258,1.308513,2.686986,-0.010575,0.389263,0.114415,1.245597,0.716314,-0.49993,-0.279944,1.069073,-0.973465,-0.681981,0.404754,-0.823864,NO,NO,NO
2,"MAL8P1.80||PF3D7_0816300||conserved Plasmodium protein, unknown function ",0.964246,1.958558,1.929628,2.490506,-0.553202,-0.480533,-0.055696,0.681672,0.309144,-0.043635,0.272299,0.809117,-0.473948,-0.122894,-0.44441,-0.699825,NO,NO,NO
2,"PFC0260w||PF3D7_0305800||P-loop containing nucleoside triphospahte hydrolase, putative ",1.098415,1.549011,1.259619,2.16932,0.092745,-0.162286,0.107359,0.982278,0.368504,0.3221,0.264185,0.904568,-0.060058,-0.163489,-0.527058,-0.777696,YES,NO,NO
2,"MAL8P1.7||PF3D7_0829500||conserved Plasmodium protein, unknown function ",1.176391,1.672797,0.682552,1.167779,0.537808,-0.026813,-0.310628,0.27521,0.401349,0.276084,0.289702,0.295179,-0.101736,-0.428655,0.054975,-0.398662,YES,NO,NO
2,"MAL8P1.38||PF3D7_0823400||alpha/beta-hydrolase, putative ",0.953334,1.086027,0.754764,2.346383,0.162654,0.387676,0.421453,0.765159,0.28638,0.224311,0.140781,0.990073,0.018358,-0.269781,0.084137,-0.733833,YES,NO,NO
2,PFI0185w||PF3D7_0903800||LCCL domain-containing protein (CCp4) ,0.321612,1.059969,1.072004,1.916987,0.41898,0.264879,0.303867,0.61505,0.215209,0.456199,-0.04253,1.018521,-0.540294,-0.469529,-0.092044,-0.65126,YES,YES,NO
2,"PF13_0298||PF3D7_1356000||conserved Plasmodium protein, unknown function ",1.072675,1.268016,0.639519,1.698029,-0.179596,0.082886,-0.045329,0.629085,0.244251,0.426016,0.150911,0.554943,-0.360908,-0.495326,-0.293673,-0.46508,YES,NO,NO
2,"MAL7P1.105||PF3D7_0720300||conserved Plasmodium protein, unknown function ",1.596864,1.328666,1.88689,1.851852,0.277401,0.089088,0.312623,-0.084164,-0.196859,0.664496,0.669856,0.821103,1.101226,-0.423326,0.194105,-0.212089,YES,NO,NO
2,"PFB0230c||PF3D7_0205200||conserved Plasmodium protein, unknown function ",0.858147,1.682948,1.008936,1.986913,0.405978,-0.079586,0.52993,0.534158,0.105926,0.28067,0.834931,0.565032,-1.438275,-0.288362,-0.234815,-0.632495,NO,NO,NO
2,"PF11_0422||PF3D7_1141100||conserved Plasmodium protein, unknown function ",0.727036,1.179007,1.244933,2.387053,0.094544,-0.377612,0.120476,0.950885,0.47909,0.050864,-0.034015,1.054834,-0.430916,-0.4143,-0.185428,-0.612838,YES,NO,NO
2,PFL1965w||PF3D7_1240700||rifin pseudogene ,1.266355,2.530236,1.524184,2.744297,-0.022081,0.04871,-0.169077,1.933899,0.582983,-0.22381,-0.179523,1.274301,-0.24993,-0.394516,-0.259289,-1.083957,YES,NO,NO
2,"PFA0685c||PF3D7_0114200||Plasmodium exported protein (hyp4), unknown function ",0.671446,1.545268,0.017752,1.838446,-0.491932,-1.185029,-0.312019,0.774508,0.557872,-0.050786,0.060892,1.077947,-0.26071,-0.54672,-0.513914,-0.410223,YES,NO,NO
2,"PF11_0330||PF3D7_1132100||conserved Plasmodium protein, unknown function ",0.810159,1.48565,1.223159,2.17729,0.390676,0.13954,0.155374,1.261434,0.339678,0.305383,0.100029,0.908503,-0.505391,-0.03539,0.200338,-0.35558,YES,NO,NO
2,"PF08_0017||PF3D7_0827200||conserved Plasmodium protein, unknown function ",1.245582,1.921544,1.532523,2.329063,0.242502,-0.098264,0.337645,0.981392,0.40005,0.241264,0.456773,1.068088,-0.113619,-0.459292,0.250141,-0.363554,YES,NO,NO
2,"PF10_0231||PF3D7_1023800||conserved Plasmodium protein, unknown function ",1.401932,1.58958,0.918574,0.936951,0.916455,-0.048525,-0.210612,-0.312591,0.099637,0.538066,0.63222,0.552259,-0.271749,-0.585198,-0.609349,-0.240342,YES,NO,NO
2,"PF11_0456||PF3D7_1144400||conserved Plasmodium protein, unknown function ",0.736491,1.056645,1.068249,1.973382,0.015483,-0.092974,0.257982,0.914214,0.182657,0.448506,0.040462,1.068872,-0.340473,-0.427131,0.148106,-0.435691,YES,NO,NO
2,"PFI1795c||PF3D7_0937100||Plasmodium exported protein, unknown function ",1.996079,1.733883,2.036028,2.746492,-0.655983,-0.571646,-0.44016,0.65913,0.343562,0.265978,0.175067,1.305077,1.018333,-0.482109,-0.280074,-0.572013,YES,NO,NO
2,"PF13_0288||PF3D7_1354700||conserved Plasmodium protein, unknown function ",0.99756,1.562654,1.234483,1.966996,-0.012843,0.004378,-0.041354,0.669179,0.350115,-0.217541,0.309295,0.617619,-1.141111,-0.214653,-0.075406,-0.866914,YES,NO,NO
2,"PF10_0102||PF3D7_1010500||ankyrin-repeat protein, putative ",0.61285,1.158424,0.920293,1.896834,0.10297,0.139384,-0.494013,0.60399,0.462896,0.152851,0.116024,0.639889,-0.546657,0.071122,-0.457642,-0.753843,YES,YES,NO
2,"PF08_0013||PF3D7_0827700||conserved Plasmodium membrane protein, unknown function ",1.422641,2.232467,1.637241,2.310516,0.212187,-0.101715,-0.180097,1.03811,0.609443,0.003742,0.136286,0.717085,0.826004,-0.566018,-0.137076,-0.504421,YES,NO,NO
2,"PF11_0390||PF3D7_1137900||conserved Plasmodium protein, unknown function ",1.315315,1.584462,1.715344,2.11382,0.007812,-0.102488,0.533492,0.9566,0.484168,0.129,0.110861,1.161982,-0.491484,-0.208064,0.106838,-0.464934,YES,NO,NO
2,"PF11_0372||PF3D7_1136100||conserved Plasmodium protein, unknown function ",0.794609,1.091018,1.018988,2.241514,-0.105539,0.143084,0.297223,0.854514,0.282235,0.307214,-0.167699,0.531989,-0.422631,-0.229712,0.150415,-0.164211,YES,NO,NO
2,MAL7_tRNA_His1||PF3D7_0706900||tRNA Histidine ,2.659236,2.677813,2.311784,3.077367,-0.718914,-0.132994,-0.20909,1.756438,-0.258625,-0.306892,0.246809,1.754773,0.184948,-0.815962,0.097791,-0.196468,NO,NO,NO
